Call..Failure,Complains,Subscription..Length,Charge..Amount,Seconds.of.Use,Frequency.of.use,Frequency.of.SMS,Distinct.Called.Numbers,Age.Group,Tariff.Plan,Status,Age,Customer.Value,Churn
6,1,50,4,10247,269,374,10,2,1,1,41,648.6537636277401,1
2,1,5,9,11672,14,220,3,1,1,1,41,884.3223746750394,1
14,1,53,4,10271,289,441,45,1,2,1,31,660.9196516904825,1
22,1,29,4,6683,264,35,30,5,2,2,54,1538.2900636151626,1
13,0,39,0,11244,198,1,48,3,1,2,44,1897.484165568069,0
10,0,34,9,6783,157,382,33,5,1,1,41,3984.1953234234375,1
14,0,43,4,5594,206,360,41,1,2,1,23,956.2695572267171,1
27,0,45,5,3822,173,273,34,2,2,1,43,3626.8257642185104,0
12,1,23,0,3389,183,176,38,4,1,2,32,2456.142510572538,1
17,1,5,6,5914,264,263,38,5,1,1,46,4998.299605641364,0
25,0,30,0,18164,245,185,32,1,1,2,53,3882.9123052243453,1
5,1,6,1,3688,35,14,7,4,1,2,27,4844.764943266464,0
2,1,56,1,14683,258,488,31,4,1,2,45,1711.7575081766417,0
18,0,58,4,13080,18,400,32,1,1,1,68,615.2509658312894,0
14,0,46,9,9916,22,278,7,3,2,2,26,2529.4790257260297,0
24,1,44,6,5037,103,193,45,1,2,2,38,621.19736931737,1
22,1,4,0,13453,240,197,13,2,2,1,27,2462.258524310324,0
4,0,29,9,8640,203,348,33,4,2,1,21,1349.705130876902,0
27,0,23,0,81,252,410,7,2,1,1,21,2455.2360621404337,1
9,0,6,0,6278,141,420,41,5,2,2,23,4748.181018109829,0
6,1,32,5,16078,142,304,6,4,2,2,43,1445.170321117486,0
24,0,42,1,15536,270,63,12,3,1,1,57,4967.170246847806,1
16,0,18,0,17790,109,289,20,1,2,2,33,1146.6473470204276,1
6,1,15,5,7410,7,17,46,5,1,1,25,1040.541894985167,1
21,1,40,1,15926,68,63,31,2,1,1,45,2723.9426149959463,0
25,1,58,5,15500,189,361,10,5,2,2,33,4210.224691580427,0
29,1,32,9,1480,178,329,13,3,2,2,55,3747.5175959087137,1
11,1,9,7,9271,62,357,10,1,2,2,66,3617.6846764798256,1
24,0,37,1,3598,67,250,1,5,1,2,18,1413.1647057606544,1
16,0,10,8,15032,205,427,33,2,2,1,36,112.58388035161882,0
12,1,20,7,7993,5,16,43,5,1,1,67,808.741450721262,0
19,1,6,9,10895,118,442,46,1,2,2,34,1747.3665056958625,1
24,1,48,0,15367,30,140,16,5,1,2,66,4858.418752851003,0
3,1,56,6,7644,5,307,13,2,2,2,45,4598.887289869398,0
9,1,59,9,11948,206,443,24,1,2,1,61,1003.2229363304962,0
2,0,3,5,18142,156,495,47,3,1,1,29,3628.1123899234785,1
8,0,42,5,2599,66,425,26,3,2,2,23,2895.0842845169072,1
12,0,11,5,5813,288,474,7,4,2,1,24,249.2132504386313,0
17,0,43,5,3853,139,319,16,5,1,1,25,1858.5280564929485,1
14,1,17,9,18676,299,244,4,2,2,1,20,2430.3687018295127,0
3,0,32,6,1501,12,449,11,5,2,1,66,3337.870616750509,0
14,1,4,2,8422,151,289,37,1,1,2,38,1474.5255800722173,1
21,1,4,5,7550,108,350,17,4,2,2,25,4669.093145272411,1
1,1,17,2,4250,148,86,25,2,1,2,45,2259.3952835183477,1
14,0,41,6,6991,203,198,30,5,2,2,47,1242.6481205848256,0
7,1,19,6,16498,20,357,36,2,2,1,49,1582.1404362362384,1
7,0,5,7,4406,59,447,5,1,1,2,28,3759.427143094821,0
16,0,32,1,18731,20,160,40,4,2,2,37,3201.4268378728166,0
11,1,22,8,1041,244,139,14,2,1,2,67,3710.8901072289004,0
18,1,56,4,6927,72,492,41,1,1,2,33,1461.709126604499,0
9,1,6,8,16395,75,75,48,3,2,2,42,1634.243092517722,0
8,0,35,9,7871,185,18,25,2,1,1,62,1983.5955827539253,1
4,1,22,4,6375,77,392,11,4,2,2,26,942.9649924750199,0
5,0,1,6,3676,64,329,40,2,1,1,68,3455.2227246812404,0
19,1,20,8,13017,289,400,46,2,2,1,56,1646.747570389243,1
25,1,22,3,3065,55,49,13,1,2,1,66,1631.1811207097066,0
1,0,48,1,2036,258,231,0,5,1,1,57,1346.8248494356994,1
26,0,55,8,3046,189,294,16,5,2,1,57,2264.1390235071267,0
23,0,11,1,16924,5,424,32,2,2,1,20,3859.8803961710532,1
26,0,13,2,76,5,393,28,4,2,2,33,4178.043527291366,1
12,0,59,9,19451,190,11,44,4,1,1,29,4022.5393884161335,1
5,0,42,1,15880,147,334,30,1,2,2,32,3105.9678880594347,1
4,1,3,2,16407,257,478,7,2,2,1,21,1402.1376752913911,1
24,1,9,5,17059,217,14,29,2,1,1,40,3674.2760290418887,0
0,0,12,2,4267,89,27,12,5,2,1,44,196.80970871064352,1
20,1,23,9,5988,9,387,15,1,1,2,56,3990.7620365522416,1
21,0,14,7,8680,86,291,1,3,1,1,60,3901.137820332873,1
20,1,33,5,1485,249,374,44,4,2,1,54,3350.0055658823894,0
5,1,18,6,14713,150,320,17,4,1,2,30,489.62724992788867,1
5,0,49,0,2419,112,249,34,2,2,1,60,4986.706677641489,0
22,0,59,2,15312,29,491,44,1,2,1,54,3782.0459620049764,0
15,0,41,2,3495,127,97,18,3,2,1,57,3674.0341550394646,1
3,1,9,1,17140,77,302,12,4,1,2,38,320.0392626465576,0
29,0,23,6,10716,54,336,3,1,1,1,46,1993.525632864493,0
10,1,10,8,12442,33,38,18,3,2,1,46,430.8649982349072,0
29,0,19,3,18163,104,37,49,2,2,2,66,1805.1850340452036,0
29,1,47,4,12961,171,299,24,5,1,2,28,2852.427771785917,0
29,1,5,2,10307,21,178,37,4,2,1,68,4394.360941783077,1
23,0,47,8,6487,286,96,30,4,1,1,67,1414.6886649724843,0
22,1,52,3,9664,104,379,35,3,1,1,45,3117.073262411373,0
8,1,23,4,16360,148,468,3,5,2,1,27,823.2596117240282,0
22,0,30,0,16642,271,281,38,1,2,2,22,1769.8192847111204,0
2,1,25,1,4075,275,237,6,2,2,2,42,4736.187376181663,0
18,0,28,8,17502,298,163,15,1,1,2,50,3738.204577913658,1
7,0,34,1,15285,171,452,47,3,1,1,34,2729.0288209358587,0
4,0,45,4,7631,46,96,4,4,1,2,66,1258.483995780808,0
3,0,56,7,3017,113,256,46,4,1,2,50,1898.5261132194437,0
23,1,48,2,18042,274,308,22,1,2,1,42,783.4666692625725,1
5,1,47,5,18181,206,261,35,2,1,1,50,1767.3359654853043,1
1,1,25,3,784,241,292,31,3,2,1,26,753.1641314359616,1
19,0,10,6,5691,195,257,23,2,1,1,44,3976.5351650555713,0
27,1,14,9,15765,163,248,24,3,1,1,42,403.795449711441,0
10,1,42,2,3196,175,244,44,2,2,1,21,947.0273990355255,0
3,0,57,5,9552,270,250,27,1,1,2,26,3455.8336489037692,0
14,0,46,9,8532,109,122,18,5,2,1,63,4512.583562102895,0
5,1,58,8,16946,171,324,6,3,1,1,32,4822.958048838009,0
21,0,30,9,4746,201,473,43,1,2,2,33,4180.114583703884,0
16,0,55,0,2999,167,168,40,4,1,2,33,1057.3588818311248,0
29,0,41,2,17577,101,434,16,4,1,2,30,1428.5564291602486,0
23,0,25,1,11302,85,174,1,2,2,2,31,4353.761764992764,0
5,1,14,7,16452,141,268,15,4,2,2,39,4446.6648237205545,0
18,0,35,6,15595,212,203,38,5,2,1,38,3203.2658291005623,1
29,0,52,1,18812,50,324,17,3,1,1,26,1568.20549593435,1
24,0,48,5,6200,111,65,38,2,1,2,58,1120.2833152298836,1
1,0,34,2,5396,270,314,0,3,1,2,21,4261.413496313732,1
14,0,10,7,13410,64,323,2,3,1,2,27,1026.274992248779,0
10,0,35,9,13203,182,58,20,1,1,2,52,3309.021753412085,1
7,0,11,2,3598,9,218,29,4,1,1,26,4839.7667136706605,1
25,0,11,9,10564,233,497,10,3,2,2,68,3526.4569624989717,1
18,1,21,8,12748,297,372,21,5,1,2,65,1288.3515658229878,1
12,0,21,0,16957,243,265,46,5,1,1,33,1412.5295063722242,1
11,1,22,4,7636,266,140,24,4,2,1,66,464.47387710452705,0
4,0,45,2,17862,117,235,2,4,2,1,35,3431.1874498040606,1
5,0,7,5,10265,143,385,29,2,2,2,27,2592.178407318997,1
25,0,55,9,9705,200,217,23,2,2,2,38,1032.3584976808354,0
21,0,17,1,14298,238,14,44,2,2,1,68,1138.3415027471506,1
3,1,2,8,18580,245,301,35,4,1,2,32,45.12277383591557,0
18,0,12,5,9703,7,440,22,3,1,2,32,4892.09699553323,0
19,0,57,6,13336,151,137,7,1,2,1,28,4140.090927704658,0
0,1,42,4,8166,210,405,3,2,2,1,57,1970.8497526411156,0
19,1,18,8,16116,157,231,49,1,1,1,65,4730.449253970459,1
16,0,54,0,6050,57,88,38,5,2,2,59,3385.5996957720076,1
11,1,59,4,11184,85,462,42,4,1,1,58,3757.312678139068,0
14,1,11,9,12712,54,76,30,5,1,2,64,3399.7774993687017,1
0,1,16,5,8484,200,135,28,2,2,2,54,3784.2441597714533,0
25,0,49,6,2593,121,404,35,3,1,2,37,854.6946406778833,1
13,0,51,3,10315,107,468,12,2,1,1,51,2811.98998767399,1
5,0,18,0,15200,131,405,40,1,1,1,39,4246.881376942288,0
4,1,35,7,9107,197,109,8,2,1,1,65,97.71291985029184,1
29,0,53,9,3869,46,352,20,3,2,2,35,617.2147669427053,0
10,1,59,3,15447,227,300,2,3,2,1,33,1228.1990483054456,0
3,0,26,2,7971,244,90,24,4,2,1,22,1473.6334836383846,1
12,0,16,6,2989,202,423,24,4,2,2,18,913.5193329536751,1
10,1,6,1,5340,260,369,11,3,2,2,36,3121.6519496553306,0
2,0,57,7,9643,177,405,28,3,1,1,27,1470.0953559687175,0
0,1,44,5,3823,23,413,10,1,1,1,38,790.4992185679577,1
5,1,43,6,13454,174,189,10,2,1,2,30,4529.130910934002,1
17,0,47,4,3932,273,72,48,4,1,2,41,3475.1726577366476,1
23,1,47,8,10220,260,172,25,1,2,2,40,1230.2937328756236,1
9,0,48,4,8554,285,34,13,2,2,1,40,1804.7681665558591,0
4,0,42,4,2429,0,209,15,4,1,1,28,3703.927814443493,1
22,1,12,2,7444,85,297,9,1,2,2,64,3954.5503678523946,1
9,0,13,0,10510,68,132,30,5,1,1,19,882.1808271011455,0
11,1,4,1,11277,30,282,30,5,1,1,23,4682.880420368659,1
1,0,39,7,10537,197,197,35,4,2,1,28,3926.359694950061,0
12,0,54,0,7147,90,445,9,1,2,2,32,4284.072185669269,0
7,0,2,6,7631,15,31,25,2,2,1,26,719.2940348164967,1
1,0,26,4,3598,275,135,19,2,1,2,29,716.8357610669152,1
19,0,59,2,4329,161,247,43,1,2,1,53,1526.8442211268373,0
0,1,27,6,6718,191,358,8,5,1,2,45,323.2320981248649,0
4,1,27,8,9923,150,340,14,1,2,2,40,455.3366342788545,1
8,1,15,1,13782,112,145,8,5,1,1,44,716.0357775996862,0
16,1,8,7,16476,272,333,6,5,2,1,41,3562.148663424736,0
8,1,7,8,51,175,142,25,2,1,2,31,151.15145820599585,0
10,1,47,2,16702,148,233,23,4,1,2,52,416.2239068430029,0
14,0,55,1,10184,177,409,11,3,2,1,44,4720.917680928407,0
23,0,46,6,12468,222,436,19,1,1,2,38,418.2834083617204,0
5,1,40,4,15479,258,43,13,5,2,2,66,2687.311851345009,0
22,1,12,4,7210,272,31,21,1,2,1,30,3212.865961313713,1
2,0,13,9,12934,188,230,15,4,2,1,25,4792.967568576476,0
29,0,43,4,3956,89,27,28,4,1,1,61,4499.01358955822,1
16,0,17,3,6057,261,422,31,3,2,1,61,2203.4138359330104,0
4,1,17,4,11210,155,490,18,3,1,2,61,4710.820306582525,1
29,1,56,3,14590,199,159,34,5,2,1,51,2161.3293739895907,0
27,1,36,5,13864,54,332,42,3,2,1,59,3349.593577353161,1
11,0,21,3,1525,253,206,31,5,1,1,40,1298.0403535909675,1
17,0,8,1,13277,172,17,19,2,1,1,26,3183.2226294477164,1
13,1,5,8,7043,199,102,39,5,2,2,18,2690.9447230433275,1
20,1,26,1,17662,101,69,19,3,1,2,53,3034.1552137712265,0
23,0,16,8,8705,284,118,7,1,2,1,63,3413.2560066683077,0
10,0,36,9,6125,150,138,34,3,1,1,33,867.2765005106875,0
8,0,28,5,7874,110,159,41,4,1,1,42,1506.3140048783098,0
1,0,54,8,12529,265,231,12,3,2,1,35,3681.2069346276403,1
11,1,29,8,14955,90,147,40,2,1,2,51,819.119931353412,0
2,0,47,2,2500,176,352,5,5,2,2,55,1721.2006935947543,0
2,0,12,0,3464,230,423,46,4,2,2,20,3332.3934554654643,0
0,0,37,0,18643,28,391,15,5,1,2,37,4688.254925958368,0
7,1,30,2,15954,194,242,4,5,2,1,36,376.5010339978203,1
21,1,23,4,19043,238,34,44,3,1,2,30,2582.8039954533515,0
27,0,16,2,255,266,324,33,1,1,2,34,409.52669618876945,0
28,0,14,8,1502,213,381,5,4,2,1,31,1895.659754757703,1
7,0,10,8,4656,81,354,32,2,1,2,47,876.9325204367268,1
10,1,7,2,10302,127,238,14,2,2,2,39,3247.192112892567,0
8,1,45,2,5430,261,333,14,1,2,2,60,3789.162759773469,1
4,1,52,4,8598,66,148,13,1,1,1,65,1236.7160327944182,0
13,0,37,1,19560,61,110,38,3,1,1,60,3564.43574526373,0
27,1,29,5,15976,132,407,4,2,2,1,46,2234.0946892833986,0
29,0,3,6,1860,136,16,25,4,2,1,67,1417.9001519453504,0
2,0,15,8,6158,27,401,47,1,2,2,19,2617.0083434336725,1
20,0,36,5,5806,210,225,16,1,1,2,25,1898.250719104828,1
4,1,47,2,17106,204,139,42,1,1,1,31,1149.9812727762337,1
4,0,46,4,9474,252,143,46,4,2,1,51,3784.223980649921,1
18,1,52,3,16997,37,259,15,2,1,1,30,3987.6207446765143,0
26,1,19,4,19715,42,216,34,4,2,2,27,4001.5612037750175,1
13,0,13,7,5790,116,161,37,4,1,2,25,1910.7139801784729,1
25,0,42,7,19500,189,91,22,3,2,1,24,847.6422570468644,0
29,1,21,5,10170,45,173,12,1,2,1,30,4202.056407537392,0
3,0,37,0,9004,165,330,32,2,2,1,43,1646.3193824310667,1
24,1,27,7,9978,202,204,28,3,2,1,49,3740.3340112600977,0
12,0,55,7,16714,232,414,45,3,2,1,36,4087.2528052205735,0
9,1,52,1,18596,244,152,33,5,2,1,32,3840.762488013789,0
24,1,29,3,7232,208,102,33,1,1,1,19,1949.0301534540383,1
17,1,20,1,12674,247,201,26,2,2,1,54,4690.083632946352,1
7,1,25,3,16052,294,279,14,2,2,2,36,3300.8120840152455,1
7,0,6,9,15774,157,64,49,2,2,1,50,2878.731421606616,0
6,0,36,6,5913,0,116,8,1,2,2,56,3489.5455103750687,1
7,1,2,8,14102,216,152,25,2,2,1,67,223.63561632695038,0
13,1,22,7,15389,248,155,2,4,1,2,50,1952.57486389319,1
18,0,32,8,10567,68,163,35,4,2,1,18,4406.085769231054,0
28,0,16,7,5611,29,81,46,1,2,1,56,805.3985074785708,0
5,0,18,1,9432,114,5,4,2,2,2,45,2072.0032386816483,1
0,0,5,6,319,7,321,19,5,2,1,34,2026.2399558598543,1
22,0,54,1,12686,274,66,19,5,1,2,23,1780.2085535151225,1
14,0,36,1,4791,35,237,4,5,1,2,69,2811.7566442949,1
0,1,30,3,329,43,71,9,4,2,2,61,4980.990247928473,0
24,0,45,0,8851,154,94,15,5,2,1,37,1279.2442439331487,1
16,0,19,4,11310,76,303,24,2,1,2,64,3524.7856128749577,0
0,1,23,5,10164,77,466,43,2,2,1,30,3789.9749888783535,0
14,0,34,8,18177,100,497,24,5,1,2,29,2922.4923983983113,1
22,0,13,9,5703,29,325,29,3,2,1,47,487.37843950590496,0
1,0,43,7,10649,38,77,13,5,1,2,38,2861.8674867264863,1
13,0,54,1,12672,238,66,21,3,1,2,19,4767.322378362436,1
20,0,29,0,4155,12,175,42,1,2,1,35,1710.3007219433675,1
7,1,36,1,2611,121,320,27,1,2,1,45,3198.4406318971414,0
7,0,22,6,18977,143,171,29,2,2,1,21,4796.988662126241,1
18,1,52,3,16479,171,477,18,4,2,1,59,3989.9514061737345,1
6,1,52,9,9180,246,254,37,2,1,1,60,3441.5386484852147,0
18,0,47,4,9304,246,62,41,2,1,1,23,4855.744393841571,1
5,1,36,6,14610,44,301,19,4,2,1,55,852.914776494001,1
5,0,9,2,8437,252,402,34,2,1,1,26,3863.743942499193,0
2,1,39,9,10350,290,245,21,4,2,1,37,2034.178836613867,1
6,1,51,1,12521,206,191,14,2,2,2,62,1802.1584384025214,0
18,0,19,6,19733,6,466,10,1,2,2,47,2603.362572009802,0
7,0,38,4,6560,241,328,33,3,1,2,54,168.75529388729106,0
9,0,6,0,5247,109,70,23,2,2,2,55,1562.648104641814,0
19,0,52,0,4077,113,365,5,3,1,1,21,831.0774726170595,0
14,0,47,8,10858,275,228,16,5,2,2,55,693.4544970865236,0
14,1,15,4,11391,95,433,27,2,1,2,67,1686.7025501004907,0
28,1,57,0,10946,293,62,49,1,1,2,30,4011.3217900535465,0
0,1,20,6,15186,188,296,30,4,1,1,52,1005.5553392753436,0
19,1,9,8,1417,287,244,35,1,1,1,47,2657.0789221620485,1
29,1,32,0,16494,153,6,8,3,2,2,59,3743.2809701757747,1
6,1,4,9,8954,57,392,9,4,1,2,21,1204.857674525593,1
26,1,50,3,13591,49,259,20,1,1,2,42,4621.016478778859,0
3,0,18,2,7391,206,88,33,1,2,1,48,4332.489516658017,0
28,0,5,4,11364,51,176,30,1,1,2,64,1255.891058669213,0
5,1,20,6,10371,149,203,28,4,2,2,29,4948.1903368289695,1
24,1,23,7,2504,52,133,42,1,1,1,32,3345.8554705750817,1
0,0,11,1,5239,212,81,42,1,2,2,43,1430.5001871020017,1
28,0,37,6,16676,65,487,10,3,1,2,27,3405.1872765278404,0
4,0,22,0,18118,231,20,32,1,1,2,29,3331.2413520164573,0
26,0,58,6,5120,298,398,45,1,1,2,39,3030.968123671645,1
22,1,4,7,6393,150,127,0,5,1,2,57,3558.4805553923743,1
0,0,29,1,2196,204,194,20,4,2,2,38,1341.5784518762002,0
29,1,44,8,3466,254,193,22,5,1,2,52,4894.927427947673,1
3,1,34,0,1906,136,183,8,3,2,2,24,4289.47878637579,1
21,1,13,5,18105,134,246,0,5,2,1,35,3728.7067631466048,0
1,0,42,0,11883,53,360,20,2,2,2,44,131.52496801624557,1
9,0,9,2,15437,64,359,21,4,2,2,52,2951.92686625312,0
4,1,42,5,14497,1,323,3,1,1,2,64,3532.4199407119027,0
26,1,31,2,1816,131,159,0,5,1,1,19,4270.499135539416,0
9,1,7,7,10713,31,193,9,5,1,2,49,4730.785608944712,1
0,0,4,4,3849,242,109,14,1,1,1,32,4579.265499708762,0
21,1,19,1,6849,191,412,35,1,1,2,62,2030.2246624134411,0
5,0,42,3,1058,141,65,28,3,1,1,41,4482.505939869764,0
12,1,30,8,11730,147,417,45,5,2,1,37,3.7440460743559667,1
14,1,31,3,18706,88,253,4,5,2,1,27,1757.3760575389324,1
3,1,35,9,17332,48,282,28,2,1,2,41,569.4053461519683,1
12,0,57,9,4359,135,59,46,2,1,2,41,4415.338500251012,0
23,0,21,7,12809,190,117,46,5,1,1,41,4639.909527167927,1
19,1,31,4,5660,148,422,26,2,2,2,57,1280.0420907511184,1
23,0,19,9,7254,86,43,24,5,1,1,65,1836.5522406273167,1
14,1,31,0,12822,7,485,15,4,1,2,65,4919.388097085462,1
28,0,53,6,2093,222,209,15,3,1,2,51,2830.317318646982,0
7,0,32,2,11730,15,35,35,2,2,1,58,2485.279217108198,0
4,0,2,9,17947,295,18,24,5,2,1,57,2502.177125082886,0
28,1,59,7,8217,105,90,40,2,1,2,28,3480.9408963639135,0
14,0,52,2,16558,282,300,0,3,2,1,43,4772.71517386007,0
3,0,10,0,17718,103,211,4,4,2,1,18,1833.112148761864,0
11,1,2,4,16705,145,404,40,1,2,2,47,863.2897307452148,1
12,1,2,1,12342,34,406,19,1,1,1,60,925.0644607649522,1
1,1,24,3,12239,112,221,4,2,1,2,35,101.79519042453344,1
26,1,17,0,13854,52,216,35,5,2,2,43,2777.052480596471,1
18,0,32,8,13897,80,222,28,3,2,1,64,4645.586094352254,0
18,0,16,5,11419,103,410,47,4,2,1,26,3565.3844768947397,0
3,0,16,7,10064,241,97,33,4,1,1,26,4964.822632862354,1
3,0,46,3,15003,30,455,47,4,2,2,18,4547.637037127279,1
25,0,39,8,10259,191,18,17,1,2,1,24,2459.288366952121,0
10,1,53,1,5674,232,296,1,3,1,2,61,2432.7469029559907,1
26,0,31,8,5002,97,25,15,1,2,1,59,3141.786149142841,1
4,0,43,4,910,33,27,28,2,2,1,68,554.6779870115554,1
19,0,24,5,949,242,63,32,4,1,2,33,3038.4212022563484,0
10,1,1,2,18898,58,323,15,3,2,1,55,2320.370099059091,0
29,1,11,3,11523,258,222,34,4,2,1,28,3213.702133363057,0
9,0,55,5,11221,16,79,46,1,2,2,68,2826.0498414259623,1
7,1,21,6,16484,77,50,42,1,2,1,42,1551.979301422593,0
5,1,4,0,4646,205,457,41,1,1,1,46,3038.809915092034,1
5,1,7,6,6945,165,101,16,4,1,2,36,1830.0717643483988,1
7,1,26,0,2400,290,175,3,3,1,1,35,973.1057032390894,0
22,1,47,4,11563,111,9,48,3,2,1,64,3375.354238790158,0
14,1,50,5,18727,144,236,3,2,1,2,46,1531.735465092901,0
25,1,12,1,352,155,456,24,4,1,1,33,4445.12389933018,0
13,0,31,9,19339,177,422,32,2,2,1,63,996.6622985710683,0
10,0,17,8,15489,135,99,13,2,1,1,57,3000.7201921625697,0
11,1,33,9,1018,17,498,23,2,2,2,25,2857.7438742462664,0
25,0,11,5,17563,154,377,10,2,2,1,51,988.7090040057578,1
12,0,28,6,5193,271,227,24,1,2,2,23,2199.434194322699,0
7,1,32,9,15701,265,402,27,2,1,1,62,3377.6938577139713,1
29,0,1,7,3536,15,63,6,3,1,1,62,1592.636022449871,0
17,1,47,9,15449,11,379,48,2,2,1,47,569.1532870373251,1
24,1,28,0,11842,74,18,35,1,1,1,61,3076.2035747894033,1
0,1,53,7,18886,211,331,9,5,2,1,51,1120.6095113025804,0
14,0,42,3,3819,178,317,48,5,1,1,38,3407.3748983479386,0
7,0,7,9,17363,128,140,35,5,1,1,69,4197.335482920837,0
27,0,2,7,976,282,24,30,4,1,1,29,616.7768572489779,1
10,0,42,5,18664,194,227,18,3,1,1,66,2188.0455111065044,0
11,1,24,8,5897,267,88,17,1,1,2,23,2224.6113467440136,0
11,1,4,3,15957,29,91,48,5,2,1,56,3162.679593271471,1
3,0,44,1,15359,8,41,5,1,1,2,23,1672.0396439878398,1
15,1,19,1,13240,164,372,27,1,1,2,21,2092.845777943901,1
3,1,26,4,107,192,294,6,4,1,1,26,59.95622014127622,1
4,0,11,9,15524,259,413,37,5,1,2,22,612.1295559162965,1
23,1,40,8,1626,191,388,11,2,1,2,27,2849.3104977750204,1
4,0,50,2,6229,78,80,40,1,2,2,64,1079.4790014751404,1
7,1,43,7,6877,178,401,49,5,2,2,25,722.8844489818753,1
9,0,11,3,874,90,106,33,1,2,1,40,1622.063839820816,0
16,1,45,5,5543,214,110,24,4,1,2,21,817.6784746656174,0
27,1,3,9,3809,78,276,16,4,1,1,54,298.11218239051476,1
25,0,12,5,10603,102,213,32,2,2,2,24,1419.2912457208768,1
8,0,3,2,2107,110,230,22,4,2,2,23,821.7922068277555,1
21,0,42,4,11745,246,305,8,5,2,2,62,3996.978711674182,1
18,0,27,2,9465,233,120,5,4,2,1,68,313.28483465331567,1
28,1,49,0,559,81,133,1,2,1,1,59,3737.2161838334605,0
13,1,54,6,8308,131,305,37,3,2,1,32,1913.9817374160089,1
7,0,2,3,15250,234,207,8,1,1,1,52,3376.6065467469753,1
8,1,49,6,13255,277,449,2,1,2,2,67,263.44718166694594,0
21,0,16,2,3046,98,370,15,5,1,1,49,4603.519973947854,1
10,0,2,4,13856,37,256,24,2,1,2,31,3836.878486258047,1
22,1,54,4,16427,160,184,23,2,1,1,52,700.7153593711307,0
0,1,30,1,508,116,285,46,2,2,2,28,1093.921855136802,1
13,0,20,9,6107,240,441,28,1,1,2,27,3219.981163197429,1
4,0,38,1,13476,25,362,43,4,1,1,34,4607.813021471751,1
20,0,28,3,3439,135,179,39,1,2,2,30,2229.1619550311675,0
25,1,25,3,13136,49,420,25,1,2,2,51,2428.1639751090283,1
13,1,32,3,14167,293,47,37,1,2,2,62,1189.0013069451484,1
3,1,10,5,17300,297,86,34,4,2,2,68,1915.054378105661,0
21,1,42,1,17182,292,384,22,3,2,2,22,1430.0885141515284,0
22,0,40,5,4971,153,18,3,5,2,1,65,1752.8557481890655,1
24,0,33,6,18144,219,45,41,3,1,1,27,102.98812377673605,1
0,0,13,9,19659,139,450,13,3,1,2,49,205.30372336118873,1
21,0,56,2,15883,48,385,46,1,2,2,29,3403.4326695445143,1
22,0,41,7,818,141,55,38,3,2,1,69,3408.9759446131434,1
18,0,54,1,10360,45,228,6,1,1,1,30,1651.1530016791748,1
7,1,42,7,11927,162,144,7,1,1,1,38,4427.311983769185,1
14,1,47,4,16023,284,91,41,5,1,2,65,1330.5605809996168,0
20,0,37,1,3065,267,81,18,2,2,2,50,1978.9239098694684,0
14,0,54,6,3259,115,224,1,1,1,1,58,3656.8781214157802,1
8,1,16,1,17290,81,78,46,3,1,1,65,3717.840588953501,0
20,1,45,5,12300,43,149,0,5,2,1,68,4305.828813525919,1
8,1,22,9,602,193,360,41,3,2,2,64,145.29520952981213,1
9,1,57,2,4295,257,282,37,2,2,2,67,918.7934057057922,1
19,0,20,8,9983,272,310,12,4,1,2,49,3202.8588533503043,1
24,0,50,2,3527,273,484,41,2,2,1,29,1690.9988461820185,0
20,0,43,2,1811,277,159,43,5,1,2,63,217.80835465434077,1
25,0,27,4,12103,82,315,23,2,1,1,52,2932.3333695334427,1
8,0,41,6,9032,57,364,31,2,2,1,53,1965.365992324058,1
2,1,16,7,12877,52,466,29,5,1,1,55,1820.474292720085,1
19,0,34,6,7963,0,155,5,5,2,2,65,1321.8214234291293,0
24,1,32,8,15224,215,155,37,3,2,2,45,29.98946558481319,1
25,0,26,4,8916,227,375,32,1,2,2,30,911.8000848531343,0
10,0,25,9,6766,253,201,43,4,2,2,29,2371.1764890930253,0
5,0,2,2,17186,158,467,22,4,1,2,39,1378.6822654390342,1
1,0,12,5,18966,286,408,9,4,2,2,61,4371.943396317275,1
6,0,40,4,1665,65,340,45,2,1,1,19,714.998310781832,1
17,1,9,3,15932,94,461,14,5,1,1,46,4376.701435181008,0
26,1,12,1,6975,252,341,22,5,2,2,30,2024.1290424785363,0
1,1,26,6,2552,149,116,35,5,1,2,52,1379.2015653435708,1
26,0,9,4,13219,22,153,0,1,2,2,30,1521.4592925741977,1
16,0,10,3,14274,243,363,7,5,2,1,51,1650.3539641449604,0
10,1,32,7,12612,214,330,2,5,2,2,36,2532.81992341189,1
26,0,57,8,2808,130,118,13,2,1,1,26,1769.4115563190228,0
11,0,34,8,11090,147,198,16,3,2,2,69,3236.031735190938,0
26,1,48,2,12260,108,400,33,4,2,1,48,2125.8950354146555,0
18,0,20,2,15295,39,465,46,2,1,1,50,3358.218548413535,0
21,1,39,4,14837,120,262,5,2,2,2,44,3022.13209175801,1
23,0,2,4,14669,294,183,4,2,2,1,62,1222.2698621463069,1
24,1,1,9,10523,119,447,45,4,2,1,19,4063.8664392504415,0
6,0,51,1,12762,17,147,40,2,2,1,32,3994.907338864617,1
19,0,36,0,13769,168,165,39,3,2,1,36,4944.902335081877,0
5,1,24,7,13731,197,74,28,5,2,2,48,875.250672167282,1
20,0,54,2,11877,142,235,34,3,1,1,33,4239.191096368427,0
23,0,27,0,2456,36,313,17,5,2,1,60,4359.904612713076,1
