"Call..Failure","Complains","Subscription..Length","Charge..Amount","Seconds.of.Use","Frequency.of.use","Frequency.of.SMS","Distinct.Called.Numbers","Age.Group","Tariff.Plan","Status","Age","Customer.Value","Churn","Seconds.of.Use.Interval"
24,0,6,3,1111,2,296,12,2,2,1,66,3471.24718946969,1,"[0,4e+04]"
16,0,45,5,8367,209,84,43,2,2,1,60,2692.70193688175,0,"[0,4e+04]"
28,1,11,90,722,114,88,29,3,1,1,55,499945.531075313,1,"[0,4e+04]"
20,0,14,7,4866,166,41,18,4,1,1,21,1807.88410489532,0,"[0,4e+04]"
7,0,2,5,10139,264,119,40,3,1,2,30,3856.2567641952,1,"[0,4e+04]"
14,1,40,9,17086,226,278,9,3,2,2,37,1850.39058528658,1,"[0,4e+04]"
26,0,3,4,2128,150,458,41,3,1,2,64,1984.28737077021,1,"[0,4e+04]"
13,0,55,1,9118,267,32,43,1,1,2,35,554.960922025487,1,"[0,4e+04]"
17,0,53,9,2517,115,275,13,4,2,2,66,1198.30592913096,0,"[0,4e+04]"
19,0,35,9,17533,87,152,39,4,1,1,68,822.421432861685,0,"[0,4e+04]"
6,0,33,6,14228,241,89,47,1,1,1,59,796.002805219636,1,"[0,4e+04]"
2,1,24,1,14179,39,103,48,3,1,2,54,45.0826382592806,1,"[0,4e+04]"
28,1,19,0,18262,2990,435,19,3,1,1,29,3968.90384736381,1,"[0,4e+04]"
11,0,18,6,9675,208,11,3,2,2,2,42,2339.6560896984,0,"[0,4e+04]"
20,1,49,4,309,272,159,37,2,2,1,47,4020.83783980379,1,"[0,4e+04]"
23,0,52,0,3952,118,416,43,5,2,2,32,3062.75204599402,0,"[0,4e+04]"
27,0,24,3,19433,23,457,49,2,1,1,53,4156.68831240255,0,"[0,4e+04]"
25,0,45,3,13871,257,195,38,4,1,2,25,2518.82501618721,1,"[0,4e+04]"
2,0,35,9,9692,91,398,4,1,2,1,45,470.205105694173,0,"[0,4e+04]"
19,0,1,6,15,160,306,41,3,1,2,69,3083.8182161697,1,"[0,4e+04]"
13,1,36,8,16989,148,261,31,5,2,1,39,3388.8243113137,1,"[0,4e+04]"
14,1,25,1,16005,116,90,5,2,2,1,66,3132.52084150528,0,"[0,4e+04]"
24,0,45,0,14278,52,196,13,5,1,2,55,4006.6815761329,0,"[0,4e+04]"
29,1,49,1,14817,44,68,5,1,2,2,33,3657.49622003107,1,"[0,4e+04]"
13,0,43,6,9759,264,465,13,1,2,2,22,2163.16224599435,0,"[0,4e+04]"
6,1,34,9,15664,261,219,11,5,2,2,63,4095.51827727622,0,"[0,4e+04]"
16,0,25,5,6412,233,418,26,5,2,2,51,3458.93271071344,0,"[0,4e+04]"
29,1,16,3,10196,34,378,25,5,2,2,66,601.833692575055,1,"[0,4e+04]"
11,0,34,0,8507,196,213,11,3,2,2,55,2699.3645772491,1,"[0,4e+04]"
19,0,29,0,4820,24,417,7,4,1,2,28,3642.77903114969,0,"[0,4e+04]"
3,1,19,4,7835,201,446,9,2,2,1,19,2766.4410085914,1,"[0,4e+04]"
8,1,23,0,1849,272,451,15,2,2,1,42,4745.14325475799,1,"[0,4e+04]"
5,0,19,6,13587,35,145,25,2,1,1,42,507.456341043848,0,"[0,4e+04]"
15,1,25,0,1953,222,232,7,5,1,1,18,3611.60846439414,0,"[0,4e+04]"
24,0,16,0,19153,276,370,40,5,2,2,48,4122.2540571475,0,"[0,4e+04]"
27,1,54,1,12731,17,409,44,5,1,1,22,3513.26597452586,1,"[0,4e+04]"
21,1,51,9,19430,187,233,28,3,1,1,57,1927.92502532203,1,"[0,4e+04]"
21,0,9,2,6840,256,213,19,3,2,2,21,1927.40156601663,0,"[0,4e+04]"
20,1,1,0,5066,141,366,16,3,1,1,68,2932.83752537506,1,"[0,4e+04]"
20,1,42,8,2415,135,480,18,3,2,2,22,1985.49018177263,1,"[0,4e+04]"
1,0,19,9,2389,78,60,16,1,2,1,22,4415.91498682916,1,"[0,4e+04]"
23,1,33,7,16211,291,362,38,3,2,1,33,549.653091472252,0,"[0,4e+04]"
7,0,34,4,763,61,77,0,3,2,2,35,3195.78673986376,1,"[0,4e+04]"
10,0,16,1,17199,128,94,28,3,1,2,60,670.574803868189,1,"[0,4e+04]"
12,0,44,4,6255,297,329,13,2,2,1,34,2700.79901249521,0,"[0,4e+04]"
16,0,40,5,17261,256,498,16,2,1,1,52,3577.90601205348,1,"[0,4e+04]"
7,0,55,0,7173,211,215,12,2,1,1,35,827.554582801245,1,"[0,4e+04]"
20,1,18,3,10518,53,212,28,4,2,2,21,3520.16610744827,0,"[0,4e+04]"
17,0,34,8,10252,174,303,33,1,2,2,68,699.900156055455,1,"[0,4e+04]"
29,0,25,1,12447,99,199,26,5,1,2,48,3102.7687281457,0,"[0,4e+04]"
17,1,45,4,15089,38,351,45,3,2,2,48,2527.76514661443,1,"[0,4e+04]"
13,1,6,0,9395,262,30,32,2,2,2,26,1490.37476904631,1,"[0,4e+04]"
14,1,21,3,12067,149,289,28,1,2,2,48,557.743654276512,0,"[0,4e+04]"
5,0,58,3,19207,120,342,36,3,1,1,22,3679.27069800458,0,"[0,4e+04]"
10,0,6,5,5287,177,472,38,4,1,2,53,1909.02566688503,0,"[0,4e+04]"
12,0,32,9,19669,119,134,18,5,1,2,33,432.653886365882,1,"[0,4e+04]"
24,1,41,8,13461,71,82,45,3,1,1,59,3863.94669136366,1,"[0,4e+04]"
0,0,48,2,13402,218,390,23,5,2,1,58,1164.4734174191,0,"[0,4e+04]"
27,1,43,8,7433,122,46,13,3,2,2,33,3682.2602685276,0,"[0,4e+04]"
5,0,39,5,11284,243,391,46,4,1,2,37,2824.49342970368,0,"[0,4e+04]"
8,1,31,6,4826,74,205,36,1,1,2,47,972.645057895256,1,"[0,4e+04]"
7,0,42,9,3664,5,384,4,5,1,2,43,382.02863587396,1,"[0,4e+04]"
10,0,10,1,10528,20,380,23,5,1,1,66,2966.24507701313,0,"[0,4e+04]"
21,0,30,9,497,189,76,33,1,1,1,48,126.059161197144,1,"[0,4e+04]"
18,1,57,5,7641,224,258,49,5,2,1,67,327.322424320564,1,"[0,4e+04]"
23,1,52,5,4643,102,436,30,2,1,2,32,3511.0954098335,1,"[0,4e+04]"
8,0,18,1,5056,98,91,29,1,1,1,69,2694.36920700652,0,"[0,4e+04]"
16,0,24,1,131,82,421,8,4,2,2,58,1631.47632827188,1,"[0,4e+04]"
11,0,52,1,5443,180,434,26,3,2,1,55,2696.13971334212,0,"[0,4e+04]"
24,1,9,9,17241,151,398,27,3,2,2,55,2958.2466376246,0,"[0,4e+04]"
13,0,31,0,13443,55,99,41,1,1,2,60,2826.42933122233,0,"[0,4e+04]"
14,0,15,4,8712,189,382,25,2,2,1,37,3212.77005757745,0,"[0,4e+04]"
15,0,4,7,8221,21,194,17,4,1,1,52,4701.44050095184,0,"[0,4e+04]"
21,0,40,1,15660,67,191,35,3,1,2,40,1943.88760042013,0,"[0,4e+04]"
21,1,9,4,6147,184,67,7,3,2,1,61,1505.75706728788,1,"[0,4e+04]"
27,1,45,7,11588,9,388,17,2,1,2,64,192.174555150849,0,"[0,4e+04]"
19,0,9,9,4604,65,241,19,5,1,2,56,735.365284283834,1,"[0,4e+04]"
0,0,26,4,9452,263,89,31,1,2,1,42,531.249079405713,1,"[0,4e+04]"
9,1,4,1,17942,224,344,28,2,2,1,67,1677.22093436231,1,"[0,4e+04]"
7,1,17,2,16399,122,9,48,2,2,2,39,3049.95364407528,1,"[0,4e+04]"
17,0,16,5,3605,37,263,47,2,2,2,64,231.669455672917,0,"[0,4e+04]"
27,1,15,4,13284,122,267,17,2,2,2,25,3638.32502227342,1,"[0,4e+04]"
0,1,35,3,1607,155,319,6,5,2,2,26,1987.1647498887,0,"[0,4e+04]"
1,0,57,3,11709,66,117,0,4,2,2,32,4817.52257894227,0,"[0,4e+04]"
0,1,52,4,2016,132,249,27,2,2,2,65,2841.92487595969,1,"[0,4e+04]"
0,1,5,1,3574,139,4990,32,2,2,1,37,3856.81156194244,0,"[0,4e+04]"
8,0,55,8,13541,81,194,49,1,2,1,52,4305.90616148517,1,"[0,4e+04]"
12,0,5,1,7274,57,474,3,3,1,1,54,4444.23150662764,0,"[0,4e+04]"
29,1,20,9,9935,148,49,19,5,1,2,20,2592.30874839904,0,"[0,4e+04]"
0,0,15,1,15748,130,406,35,2,1,2,51,1983.71279215541,0,"[0,4e+04]"
12,1,18,9,6406,68,295,30,4,2,1,51,2802.5749484422,1,"[0,4e+04]"
19,0,47,8,11826,249,377,37,4,1,1,53,2010.35200808714,1,"[0,4e+04]"
25,1,2,2,17472,176,96,27,4,1,1,52,1203.57484641621,0,"[0,4e+04]"
21,0,29,9,1361,71,461,2,1,1,2,26,1619.59913583334,0,"[0,4e+04]"
6,1,13,6,4473,16,126,5,4,1,2,47,1163.84928119299,1,"[0,4e+04]"
1,1,4,3,7319,159,245,44,1,1,2,43,1347.18815297431,0,"[0,4e+04]"
5,1,42,5,8667,69,86,22,5,2,1,29,468.038686178602,1,"[0,4e+04]"
6,0,45,3,9481,112,478,6,4,2,1,41,2132.31360361952,1,"[0,4e+04]"
25,0,10,9,8520,231,76,35,3,2,1,58,1176.41953301612,1,"[0,4e+04]"
13,1,31,6,17570,20,376,0,2,1,2,36,2241.83276197238,1,"[0,4e+04]"
25,1,41,0,19798,134,203,5,5,1,1,61,3960.99117088147,0,"[0,4e+04]"
17,0,8,2,3536,262,482,23,3,2,1,33,2241.56176621589,1,"[0,4e+04]"
14,0,3,2,1773,110,145,36,5,2,2,43,4773.05935354858,1,"[0,4e+04]"
1,0,48,0,10255,245,148,44,4,2,2,40,739.184472640104,1,"[0,4e+04]"
9,0,46,5,2558,282,492,35,5,1,1,50,4251.32495418937,1,"[0,4e+04]"
22,0,9,8,5079,7,110,23,5,2,2,59,1241.29057036494,0,"[0,4e+04]"
11,0,30,7,14341,283,489,37,5,2,1,47,4669.66725427487,1,"[0,4e+04]"
16,1,53,6,19675,206,128,44,1,2,2,40,1135.73963224327,0,"[0,4e+04]"
7,0,11,9,9981,193,252,28,3,2,2,27,3734.80892982403,1,"[0,4e+04]"
10,1,35,7,3524,46,165,36,4,2,2,53,310.589504299851,1,"[0,4e+04]"
28,0,37,5,19888,241,296,44,2,1,2,48,3149.06718580089,0,"[0,4e+04]"
2,0,42,8,8998,9,425,31,4,1,2,60,1093.3710895797,1,"[0,4e+04]"
26,1,13,2,13697,288,494,24,4,2,2,39,3350.86270824118,0,"[0,4e+04]"
5,1,36,9,19050,130,136,9,1,1,1,60,3179.14668812423,1,"[0,4e+04]"
8,0,56,9,13606,269,278,34,1,2,1,60,4618.47939830081,0,"[0,4e+04]"
5,1,13,8,13429,60,333,24,5,2,1,55,3133.38215310224,0,"[0,4e+04]"
8,1,12,3,16039,163,10,26,4,1,2,64,2041.24405824954,0,"[0,4e+04]"
6,1,37,6,7140,12,70,44,3,1,2,19,967.839024246016,0,"[0,4e+04]"
8,1,10,8,8785,271,158,31,1,1,1,40,3287.2550427207,0,"[0,4e+04]"
17,0,56,1,14901,207,215,11,1,1,1,52,581.833019614162,1,"[0,4e+04]"
11,1,9,1,3280,245,25,3,3,2,1,54,4142.58413460884,0,"[0,4e+04]"
7,0,52,8,2212,132,285,41,1,1,2,49,1236.67273469432,0,"[0,4e+04]"
7,0,7,2,15213,243,161,25,3,2,1,60,2620.79449124365,1,"[0,4e+04]"
17,0,2,8,8078,293,429,2,2,2,1,29,2979.73652164698,0,"[0,4e+04]"
27,0,54,4,15936,37,101,16,3,2,1,52,1812.44995198743,1,"[0,4e+04]"
29,1,56,5,16997,55,68,8,2,2,1,58,3319.36888786123,1,"[0,4e+04]"
19,1,23,1,14274,47,132,28,5,2,2,20,1251.08479446065,0,"[0,4e+04]"
29,0,39,7,868,104,188,0,5,1,1,51,173.122868882977,0,"[0,4e+04]"
14,0,40,8,17195,58,210,17,1,2,1,55,4796.33868067468,0,"[0,4e+04]"
26,0,39,1,16042,76,242,40,3,1,2,41,1600.22915671575,0,"[0,4e+04]"
6,0,21,5,15407,217,165,19,1,2,2,55,3567.31117330233,0,"[0,4e+04]"
10,1,23,5,16254,54,411,40,3,1,2,34,2537.6680346019,0,"[0,4e+04]"
19,0,29,7,1744,54,409,33,1,1,2,57,3344.99338556502,1,"[0,4e+04]"
15,1,14,9,2256,128,60,27,5,2,2,18,554.682612578389,1,"[0,4e+04]"
3,0,26,4,11859,84,361,47,5,2,1,25,2594.2393755805,1,"[0,4e+04]"
5,0,51,8,5423,213,278,34,1,1,1,32,1961.0977675611,1,"[0,4e+04]"
25,0,5,0,5089,114,429,15,3,2,1,67,2259.24783416854,0,"[0,4e+04]"
21,0,55,8,6608,292,112,20,4,2,2,62,4831.04166472118,0,"[0,4e+04]"
25,1,31,9,9717,48,29,12,3,1,1,42,681.444524184461,1,"[0,4e+04]"
2,1,25,6,17853,66,322,34,1,1,2,25,3773.50088205699,0,"[0,4e+04]"
8,1,31,3,19059,274,475,41,3,2,2,69,1651.71397086641,0,"[0,4e+04]"
2900,0,50,2,17897,128,160,31,2,2,1,49,1451.78993811881,1,"[0,4e+04]"
9,0,20,9,4876,28,233,49,3,2,2,67,1353.88697949633,1,"[0,4e+04]"
13,1,44,5,17835,32,386,37,5,2,1,30,1743.90776611445,1,"[0,4e+04]"
10,1,55,0,3007,118,452,5,5,1,2,63,1785.58529796803,1,"[0,4e+04]"
17,0,17,2,14325,179,376,49,2,1,1,32,1353.73502590986,0,"[0,4e+04]"
21,0,45,1,3124,150,338,37,3,2,2,23,3337.46573886738,1,"[0,4e+04]"
11,1,2,8,1753,132,169,37,4,1,2,50,238.609918501247,0,"[0,4e+04]"
22,0,25,2,17996,184,317,12,3,1,2,24,1661.46902902942,1,"[0,4e+04]"
11,0,13,1,3275,133,185,45,5,1,1,50,1401.02803418035,1,"[0,4e+04]"
12,1,58,3,8747,176,56,38,5,1,2,64,3757.09010274935,1,"[0,4e+04]"
24,0,39,1,12443,21,239,12,1,1,1,46,732.492720097765,0,"[0,4e+04]"
12,1,28,0,18433,240,256,46,5,1,2,55,4703.43571048616,0,"[0,4e+04]"
18,0,42,5,824,76,357,11,1,1,1,54,852.593060225775,0,"[0,4e+04]"
25,1,55,9,13880,203,200,32,5,2,2,61,1850.13682031776,0,"[0,4e+04]"
18,0,6,7,11041,3,443,27,5,2,1,49,998.500967195613,1,"[0,4e+04]"
22,1,3,9,19414,164,324,2,4,1,2,20,1433.48971736045,1,"[0,4e+04]"
13,1,58,9,1081,127,314,17,1,1,2,37,3805.12350334062,1,"[0,4e+04]"
3,1,35,1,11517,44,301,25,1,1,2,31,2382.0235936918,1,"[0,4e+04]"
12,1,18,8,16876,217,105,39,5,1,1,45,812.87858655125,0,"[0,4e+04]"
7,0,11,2,4764,234,289,1,1,1,2,55,233.174393222869,1,"[0,4e+04]"
28,0,54,7,8266,135,100,3,5,2,2,21,1149.58110085138,1,"[0,4e+04]"
22,1,20,7,11183,167,96,49,5,1,2,32,4728.0138926301,1,"[0,4e+04]"
20,0,5,2,19744,236,152,27,3,2,1,34,4226.58374094017,0,"[0,4e+04]"
22,0,19,2,16712,92,425,27,1,2,2,54,2200.86857962004,0,"[0,4e+04]"
18,0,22,5,12877,4,28,24,2,1,1,41,2409.97610972992,0,"[0,4e+04]"
11,0,59,0,9982,155,152,25,1,1,1,55,4496.83069689497,1,"[0,4e+04]"
17,0,19,3,8968,244,437,44,1,1,2,59,2956.72691187868,0,"[0,4e+04]"
5,1,47,0,14639,80,378,46,4,2,2,58,4403.83532574382,0,"[0,4e+04]"
17,1,16,2,4674,246,72,1,2,2,1,53,2459.1955217617,1,"[0,4e+04]"
18,1,24,8,4316,136,253,41,2,2,1,58,1000.48809559413,0,"[0,4e+04]"
21,1,41,4,15314,62,450,33,4,1,2,25,3629.63489971117,1,"[0,4e+04]"
4,0,4,4,9695,115,398,29,4,1,1,20,2631.96659789506,1,"[0,4e+04]"
23,0,15,3,15814,112,3,20,1,1,1,47,3342.19789984234,0,"[0,4e+04]"
8,1,25,2,19709,30,236,43,3,1,2,39,786.154583497473,1,"[0,4e+04]"
26,0,44,4,8379,6,37,36,4,1,2,69,3238.00900959473,1,"[0,4e+04]"
2,0,55,3,1214,2,19,43,2,1,1,50,1911.2857370256,1,"[0,4e+04]"
27,1,35,7,11638,242,112,22,2,2,1,42,1659.98876405598,1,"[0,4e+04]"
9,0,55,3,10713,55,22,32,1,2,2,69,3357.37770536301,0,"[0,4e+04]"
18,1,14,7,15977,72,420,1,3,1,1,47,2961.19556630478,1,"[0,4e+04]"
2,1,49,5,12071,9,445,26,5,1,1,54,3245.53714468352,0,"[0,4e+04]"
28,0,19,4,3136,60,366,47,4,2,2,20,4826.66532115746,1,"[0,4e+04]"
28,0,38,3,6618,49,135,21,4,2,1,21,3505.98234784709,1,"[0,4e+04]"
21,1,36,3,5265,121,420,33,1,2,1,46,3204.49481136445,1,"[0,4e+04]"
14,1,7,3,7965,174,247,15,3,1,1,49,3067.76520920702,1,"[0,4e+04]"
0,0,30,8,9597,0,300,19,2,2,1,40,1993.5712467687,1,"[0,4e+04]"
6,1,19,3,8708,37,96,25,2,2,2,36,4195.95845571091,1,"[0,4e+04]"
11,1,49,8,6569,189,32,15,5,2,1,32,1904.69301252855,1,"[0,4e+04]"
16,1,25,9,17875,78,134,5,2,2,1,68,3501.21817162781,0,"[0,4e+04]"
29,0,16,5,5213,189,254,44,4,2,2,33,1465.71822357334,0,"[0,4e+04]"
20,1,47,9,11881,183,277,43,5,1,1,40,738.782208831436,0,"[0,4e+04]"
25,0,54,6,4228,66,132,22,3,1,1,57,648.816536489981,1,"[0,4e+04]"
28,1,40,9,4409,16,237,41,5,2,2,63,3172.79428345399,0,"[0,4e+04]"
23,0,51,2,590,295,14,36,3,1,1,54,1639.77465239795,1,"[0,4e+04]"
19,1,8,7,19440,208,276,7,2,1,1,18,1375.24644296197,0,"[0,4e+04]"
4,0,18,2,18590,40,125,5,1,2,1,36,2960.29664678234,0,"[0,4e+04]"
3,0,28,0,2708,114,344,36,5,1,1,54,128.34877232751,1,"[0,4e+04]"
27,0,16,9,5981,99,16,21,5,1,1,52,1231.12825992337,1,"[0,4e+04]"
11,1,52,4,12221,138,311,5,4,2,1,47,1702.73642658544,1,"[0,4e+04]"
29,1,19,1,17131,293,49,31,4,2,1,34,3541.86795303599,1,"[0,4e+04]"
19,1,42,9,13785,16,134,16,3,1,2,56,2725.00623581875,1,"[0,4e+04]"
27,0,17,5,6553,291,117,37,1,1,2,66,4279.94308563225,0,"[0,4e+04]"
23,1,45,9,17881,73,377,16,4,1,2,43,1672.53181499253,1,"[0,4e+04]"
17,0,13,8,1379,262,305,36,4,2,1,30,1482.20496137708,1,"[0,4e+04]"
16,1,7,0,7360,15,59,22,2,1,2,39,165.987042825053,1,"[0,4e+04]"
18,0,27,3,3770,13,124,48,2,1,2,63,4758.58650319177,0,"[0,4e+04]"
8,0,10,0,19726,280,466,48,4,2,2,40,2507.46073197534,1,"[0,4e+04]"
3,0,34,0,14449,3,115,12,3,1,2,61,2512.61957346908,0,"[0,4e+04]"
25,1,36,7,9088,126,390,31,1,2,1,60,4617.18072672799,0,"[0,4e+04]"
20,1,25,1,1546,5,423,21,4,1,1,50,1449.5911796429,0,"[0,4e+04]"
1,1,6,0,19510,128,172,6,3,2,1,44,1660.53065022873,0,"[0,4e+04]"
3,0,24,7,6208,231,186,21,3,1,2,52,3281.73847197572,1,"[0,4e+04]"
1,0,18,3,16350,194,497,20,4,1,1,29,3925.87977449697,1,"[0,4e+04]"
14,1,23,2,8875,64,87,5,3,2,2,26,3496.55362716246,1,"[0,4e+04]"
1,1,6,3,1295,102,202,13,5,2,1,51,3943.59141261139,1,"[0,4e+04]"
3,1,29,4,15861,276,360,15,3,2,1,31,2875.54019645299,0,"[0,4e+04]"
5,0,25,0,13973,157,310,2,4,2,2,54,4314.11741355802,0,"[0,4e+04]"
6,0,55,0,17769,223,319,8,3,2,2,20,2750.53365034582,1,"[0,4e+04]"
9,0,17,2,14481,288,448,46,4,2,1,61,1146.70313625605,1,"[0,4e+04]"
18,0,46,5,17326,277,181,20,2,2,1,61,2708.50553249309,1,"[0,4e+04]"
18,0,24,0,3280,181,351,49,4,1,1,38,3564.72342578477,0,"[0,4e+04]"
25,1,11,1,13597,3,167,29,3,1,2,24,3267.87669707456,0,"[0,4e+04]"
21,0,26,6,17417,214,180,29,4,1,2,50,1215.08381485368,0,"[0,4e+04]"
28,0,51,0,2786,216,299,41,1,1,2,52,205.391140020593,1,"[0,4e+04]"
11,0,34,6,2233,208,446,41,4,1,2,28,1262.403801953,0,"[0,4e+04]"
2,0,28,3,1620,73,129,31,4,1,1,62,4920.2103562686,0,"[0,4e+04]"
12,0,3,9,3535,226,462,22,1,1,2,49,922.331201952246,0,"[0,4e+04]"
17,1,11,5,19589,92,148,2,1,2,2,39,2321.85879245447,1,"[0,4e+04]"
7,0,38,7,2882,64,471,0,1,1,2,59,3191.7289967878,0,"[0,4e+04]"
20,0,14,8,16554,9,305,2,5,2,1,36,4397.36592524771,1,"[0,4e+04]"
14,0,51,5,9745,277,208,36,4,1,1,53,3801.29318765104,1,"[0,4e+04]"
0,1,26,8,3897,85,110,6,1,2,2,54,4544.76552780302,1,"[0,4e+04]"
2,1,48,3,15861,25,435,2,1,1,2,28,3021.91846789243,0,"[0,4e+04]"
25,1,21,5,2837,217,499,35,2,1,1,58,4326.59404063905,1,"[0,4e+04]"
7,0,54,7,8599,94,136,48,5,1,1,30,1319.21498569605,0,"[0,4e+04]"
3,1,56,8,15911,243,354,2,4,1,2,45,2152.82421084932,0,"[0,4e+04]"
15,0,39,2,6721,106,403,3,3,2,1,66,4218.86237174637,1,"[0,4e+04]"
29,0,30,1,17063,247,210,30,5,1,2,32,1627.81833888927,1,"[0,4e+04]"
22,1,59,5,5487,13,145,1,5,2,1,30,4356.11072119197,1,"[0,4e+04]"
9,0,8,3,15121,160,83,13,2,1,2,60,1815.57533944169,0,"[0,4e+04]"
11,0,51,0,236,70,29,36,4,1,2,50,1816.97351861671,1,"[0,4e+04]"
13,0,20,7,11629,151,487,30,4,1,2,25,1545.16457395572,0,"[0,4e+04]"
13,1,48,8,11549,74,64,1,1,1,2,49,2734.71541818784,1,"[0,4e+04]"
1,0,32,8,2423,214,23,30,1,2,1,54,645.3436944936,0,"[0,4e+04]"
22,0,22,1,12906,50,471,46,5,2,1,65,183.013259240096,1,"[0,4e+04]"
4,1,59,8,14988,142,430,42,2,2,2,21,4487.06489985495,1,"[0,4e+04]"
4,0,7,6,1032,35,210,21,4,1,1,68,4644.69127286896,0,"[0,4e+04]"
5,0,9,4,6339,166,221,9,2,1,2,35,380.853309459624,1,"[0,4e+04]"
12,1,45,6,2940,235,89,29,3,1,1,40,2748.48777480746,1,"[0,4e+04]"
8,0,1,8,12262,259,105,32,4,1,2,46,2698.41079877591,1,"[0,4e+04]"
29,0,29,7,19516,191,171,18,1,2,1,19,1862.15340208809,1,"[0,4e+04]"
21,0,8,5,11652,201,229,45,5,2,1,30,2844.52410252305,0,"[0,4e+04]"
27,0,56,3,4942,261,412,24,2,2,1,33,2290.59672864032,0,"[0,4e+04]"
28,0,54,0,6961,184,76,45,1,1,1,25,2448.17507102277,0,"[0,4e+04]"
14,1,4,5,7730,157,67,0,5,2,2,36,3776.68411543617,0,"[0,4e+04]"
13,1,35,2,633,245,364,31,1,1,2,49,2629.80133667059,0,"[0,4e+04]"
23,1,59,5,6822,109,400,24,4,2,1,20,1618.29046402663,1,"[0,4e+04]"
6,1,3,5,6487,98,352,40,2,2,1,68,2907.28056044478,0,"[0,4e+04]"
24,0,54,3,15131,240,388,16,3,2,1,66,3203.76998538063,1,"[0,4e+04]"
19,0,45,1,19830,201,91,13,1,2,1,49,3311.55671999682,0,"[0,4e+04]"
1,0,40,8,5738,121,87,44,2,1,2,58,3091.53325488486,1,"[0,4e+04]"
6,0,7,1,3098,116,464,12,4,1,1,38,3323.013823714,0,"[0,4e+04]"
5,0,27,2,8097,95,49,37,1,2,1,42,1550.46391833629,1,"[0,4e+04]"
16,1,1,9,13136,233,102,38,4,2,1,34,2230.66956539649,0,"[0,4e+04]"
26,1,27,0,5476,66,367,1,3,1,1,42,3343.53084627174,1,"[0,4e+04]"
24,0,16,6,8253,217,423,31,3,2,1,50,3771.84270802323,1,"[0,4e+04]"
24,0,38,0,18201,14,491,31,5,2,1,48,2170.73064329114,1,"[0,4e+04]"
27,0,7,8,4887,272,45,39,5,2,1,53,1826.66421758473,1,"[0,4e+04]"
1,1,44,0,18982,218,178,5,5,1,1,40,3579.41327586429,1,"[0,4e+04]"
2,0,23,4,11643,273,266,24,4,1,2,64,1110.8658991767,0,"[0,4e+04]"
4,0,41,6,9492,146,267,2,5,2,1,61,47.4609776799928,1,"[0,4e+04]"
4,0,59,2,2653,151,396,17,2,2,1,42,2355.83001225221,1,"[0,4e+04]"
0,1,11,8,1454,14,319,49,4,1,1,66,866.865774131704,1,"[0,4e+04]"
7,0,42,7,17522,83,7,37,4,1,1,61,1891.41379518171,0,"[0,4e+04]"
11,1,53,2,5807,191,448,42,5,1,2,65,1456.17075131658,1,"[0,4e+04]"
23,1,33,4,3192,40,264,2,5,1,1,47,3886.30944257061,1,"[0,4e+04]"
3,1,50,6,12812,260,475,47,4,1,2,30,1657.04249699915,0,"[0,4e+04]"
12,1,36,3,15775,135,385,4,3,1,2,60,3203.37895694661,0,"[0,4e+04]"
22,1,37,4,10402,277,77,23,3,1,2,64,3369.56298299661,1,"[0,4e+04]"
14,1,41,2,13074,105,396,33,5,1,2,46,2282.27142776178,1,"[0,4e+04]"
10,0,59,8,15245,6,239,46,3,2,1,33,405.389677644558,0,"[0,4e+04]"
9,0,17,9,3759,29,257,47,2,2,2,55,3501.82543037703,1,"[0,4e+04]"
2,0,35,8,19413,125,195,38,2,1,2,44,375.839573376838,1,"[0,4e+04]"
21,1,48,6,15683,78,459,47,2,2,1,43,496.06479850351,1,"[0,4e+04]"
13,0,5,9,12460,66,431,23,4,1,2,28,979.986843874444,0,"[0,4e+04]"
15,1,48,1,16447,22,329,35,4,2,2,64,1401.87898894079,1,"[0,4e+04]"
9,1,32,6,15460,188,130,27,4,1,2,54,4232.25850160524,1,"[0,4e+04]"
28,1,3,6,17729,73,451,47,4,1,2,20,3374.60888552249,0,"[0,4e+04]"
9,0,52,4,17358,4,389,48,4,2,1,43,1936.0639420838,0,"[0,4e+04]"
11,1,47,8,9814,81,342,33,5,2,2,51,4893.13725580377,0,"[0,4e+04]"
29,1,35,2,13890,24,260,15,3,2,1,50,1218.01271141573,1,"[0,4e+04]"
8,0,52,3,19714,263,241,35,5,2,1,32,3049.07193692127,1,"[0,4e+04]"
0,0,14,0,1740,1,386,6,3,2,1,19,4236.07054476541,0,"[0,4e+04]"
4,1,48,5,11218,277,393,17,5,1,2,45,4010.11288978392,1,"[0,4e+04]"
19,1,31,3,6055,223,170,5,2,1,2,37,451.538742828134,0,"[0,4e+04]"
2900,0,31,0,1954,71,146,49,1,1,1,55,3486.37111837271,1,"[0,4e+04]"
10,0,17,1,16663,67,269,27,4,2,1,61,1289.31877776346,1,"[0,4e+04]"
11,0,24,2,18775,93,148,38,1,1,1,33,1778.66739032733,1,"[0,4e+04]"
0,1,52,8,9232,18,379,33,1,1,1,63,2444.95991155583,1,"[0,4e+04]"
24,0,23,7,6439,127,298,40,2,2,1,21,3953.75083032697,1,"[0,4e+04]"
21,0,18,6,961,81,27,28,1,1,1,25,831.007213345236,1,"[0,4e+04]"
19,0,50,3,17601,253,148,3,1,2,2,61,542.776175198084,0,"[0,4e+04]"
27,1,54,0,6007,220,419,13,2,2,2,63,767.206225218223,1,"[0,4e+04]"
