Call..Failure,Complains,Subscription..Length,Charge..Amount,Seconds.of.Use,Frequency.of.use,Frequency.of.SMS,Distinct.Called.Numbers,Age.Group,Tariff.Plan,Status,Age,Customer.Value,Churn
2,0,47,4,4504,287,8,96,3,1,2,26,448.37,0
9,0,7,1,9998,95,37,80,1,1,1,20,102.94,1
1,0,19,4,6989,35,29,75,5,2,1,24,114.58,1
6,1,22,5,3666,227,4,22,5,1,2,32,103.0,0
1,1,57,0,9596,104,0,36,5,2,1,47,90.96,0
2,1,55,3,8140,253,0,23,4,1,2,26,208.98,1
6,0,35,8,9785,116,19,63,2,1,1,58,357.78,1
3,1,30,1,7895,257,48,26,3,1,1,44,209.61,0
0,1,29,4,5107,23,10,60,1,2,2,53,374.14,0
4,0,22,0,4280,170,25,95,2,1,1,35,419.13,0
8,1,11,3,3212,80,43,93,3,1,2,48,349.8,1
7,0,20,3,9078,161,2,5,4,2,1,34,259.3,1
8,0,29,5,8601,84,5,54,3,1,2,23,182.98,1
9,1,51,9,1613,224,42,38,2,1,1,56,105.98,1
8,1,41,8,1868,60,44,62,3,1,2,42,272.14,0
6,1,42,2,1811,152,10,25,1,2,1,59,373.82,0
3,0,34,8,5862,45,7,98,4,1,1,59,296.71,1
4,0,1,5,5177,176,28,12,1,1,2,55,374.67,1
0,0,31,6,2744,245,9,22,4,2,1,55,200.85,0
0,1,30,9,3256,269,33,9,4,2,2,48,80.06,1
2,1,48,1,8612,201,23,84,3,1,1,68,396.99,0
7,1,18,9,9713,211,45,29,1,1,2,46,148.88,0
1,1,55,5,8196,271,47,44,4,1,2,57,327.33,1
3,0,58,5,6423,194,16,93,4,1,2,26,411.93,1
1,0,17,1,6089,167,31,27,3,2,2,18,112.6,0
4,0,38,1,7608,255,10,55,2,2,2,33,319.32,0
8,0,14,1,2469,119,33,81,2,2,2,55,360.22,1
0,1,23,9,3675,108,23,5,5,1,2,40,385.94,1
4,1,25,0,2513,250,4,52,5,2,2,25,116.45,1
8,1,15,4,5876,211,28,13,4,2,1,64,421.3,0
0,0,46,7,2451,131,47,42,2,1,1,29,92.37,1
8,0,56,1,5654,126,47,15,4,1,1,27,283.81,0
7,1,22,4,4007,105,33,79,1,1,1,33,249.54,0
3,1,3,7,4124,243,15,18,2,1,2,64,149.79,1
9,0,56,9,2753,76,24,50,2,1,2,60,185.87,0
4,1,55,4,2612,227,36,2,2,1,1,41,124.0,1
4,0,19,1,4275,24,7,87,5,2,1,56,241.58,1
5,0,57,2,9747,282,28,13,3,1,2,25,65.98,1
6,0,44,5,3049,228,45,68,3,1,1,28,450.01,1
7,1,34,4,1824,283,24,47,5,2,2,58,123.57,1
7,1,35,3,4030,156,41,89,5,2,1,43,448.71,0
1,0,50,3,2081,161,22,75,5,2,2,24,438.61,1
8,1,1,4,6299,24,33,50,3,2,2,32,253.25,0
6,0,52,1,1492,93,2,12,4,2,1,32,273.98,1
3,0,21,8,5764,201,29,13,5,1,1,65,185.86,1
3,0,29,1,8202,50,49,9,4,1,2,20,498.59,1
7,0,6,9,9266,270,33,59,4,2,1,33,351.85,1
3,1,37,1,4360,145,31,45,1,2,1,32,478.31,0
5,0,1,9,9562,287,28,70,3,2,2,42,236.66,1
4,0,51,8,5682,115,8,43,4,2,1,50,447.36,1
2,1,1,2,1328,16,1,74,3,1,1,31,251.71,1
9,0,27,9,9968,39,38,23,3,2,2,41,440.07,0
1,0,21,6,5674,135,6,79,1,2,2,28,108.92,1
8,1,53,3,5316,88,45,45,3,1,2,20,336.58,0
9,1,16,5,6803,76,4,23,4,1,1,26,355.42,1
8,1,44,3,4325,32,7,34,2,1,2,23,345.28,1
0,0,59,9,9379,198,31,16,4,2,1,48,251.16,1
9,1,54,6,2214,83,17,63,4,2,1,33,357.76,1
2,1,40,0,8556,14,37,51,3,1,1,28,157.76,1
7,0,26,2,9722,91,45,32,4,2,1,67,318.13,1
5,0,16,2,4136,34,17,38,2,2,2,34,299.41,1
4,0,28,0,7618,273,48,56,3,1,1,66,193.25,0
4,0,1,5,6265,11,40,69,5,1,1,20,400.49,1
5,0,36,8,8089,287,44,17,4,1,1,36,86.39,1
6,1,10,7,8965,233,15,86,4,2,2,41,127.15,0
0,1,43,6,9708,81,20,39,1,1,2,64,262.02,1
8,1,17,9,7569,77,9,41,5,2,2,59,451.28,1
2,0,57,7,2491,103,41,48,5,2,1,25,308.82,0
3,0,59,5,6213,28,3,82,2,2,1,66,428.93,1
9,0,23,8,5228,137,43,28,5,1,2,53,282.91,1
0,1,7,2,8508,91,7,77,1,1,2,57,403.46,0
9,1,44,9,5409,263,46,50,2,1,1,19,196.61,0
2,0,53,9,1590,230,18,1,5,2,2,40,416.81,1
1,1,7,8,8379,106,46,50,2,1,1,57,230.76,0
1,0,44,3,4056,61,39,19,5,1,2,47,301.47,0
0,1,15,6,3206,184,39,98,5,2,1,42,129.15,0
7,1,34,8,3708,191,8,59,5,2,1,24,464.19,1
2,1,46,1,6981,124,29,68,4,1,1,45,365.66,1
2,0,45,1,6722,10,16,67,5,1,2,58,436.48,0
5,1,4,8,1747,72,39,41,4,2,2,67,143.54,0
7,1,14,2,9992,257,43,10,3,2,1,34,80.46,0
8,0,14,8,7553,240,14,28,1,2,2,49,201.74,0
8,1,16,4,2497,235,3,34,2,1,1,18,282.51,1
3,0,7,5,2379,28,5,39,2,1,2,44,411.07,1
4,0,32,1,9871,40,15,83,3,2,2,61,228.98,1
1,0,19,7,8360,130,25,56,5,1,1,53,171.48,1
8,0,2,8,4770,33,36,52,1,1,2,66,217.65,0
7,0,10,1,4342,220,22,3,3,1,2,24,366.62,1
2,1,50,5,2546,170,12,23,3,2,1,20,201.3,0
8,0,17,5,4126,264,46,17,2,1,1,47,490.62,0
2,0,37,7,6889,68,16,71,4,2,1,18,128.74,0
8,0,12,9,7208,123,26,26,4,1,1,68,388.89,0
1,0,6,4,9875,169,21,18,5,2,2,51,315.12,1
9,1,22,8,2295,229,36,46,5,2,2,55,154.89,0
8,0,32,0,2385,178,18,70,3,1,1,60,389.13,0
7,1,41,8,1942,21,38,31,5,1,2,53,251.39,0
8,0,20,9,4280,251,34,93,4,2,1,50,357.08,0
4,1,1,6,2033,148,12,9,1,2,1,60,348.02,1
1,0,54,3,3786,106,13,35,2,1,1,33,99.79,0
7,0,47,2,3233,156,47,81,4,2,2,55,427.99,1
5,1,53,9,2620,191,30,60,5,2,2,28,356.66,0
7,0,58,5,4535,66,44,76,2,1,2,25,401.26,1
4,1,6,0,4205,51,1,63,2,1,1,69,251.49,0
9,0,19,2,3882,208,45,52,3,1,1,18,137.78,0
1,1,18,1,1170,40,38,48,5,1,2,31,196.8,1
5,0,6,8,9140,189,36,61,3,2,2,47,455.66,1
4,0,45,2,4897,11,13,24,2,1,2,38,472.11,1
4,1,33,1,5122,297,8,74,3,1,2,38,266.84,0
0,0,23,3,6109,147,9,58,5,1,1,51,184.46,1
1,0,23,1,3837,114,6,64,4,1,2,55,378.64,1
7,0,26,0,9599,227,27,30,1,2,2,43,394.7,0
2,0,13,5,6228,231,45,29,4,2,1,58,416.96,1
9,0,7,9,5169,114,24,10,2,1,2,31,63.99,0
2,0,15,7,7721,136,45,39,4,1,2,57,54.38,0
7,1,44,9,1679,274,27,55,3,1,2,52,210.72,1
7,1,27,9,8429,209,1,28,5,1,1,59,118.62,0
1,1,26,1,6487,261,16,18,4,2,1,35,412.24,0
7,0,33,8,1236,24,3,41,4,2,2,37,289.78,0
0,1,15,2,7804,235,12,81,5,2,1,26,421.41,0
5,0,36,7,3423,114,17,75,3,2,2,58,129.61,1
7,0,45,7,2032,242,2,65,1,1,2,68,332.25,1
2,0,55,2,7339,228,36,81,4,2,1,62,311.08,0
7,0,27,2,3940,286,32,46,2,2,2,50,203.17,1
0,1,57,5,6409,270,40,60,3,1,1,66,282.69,0
8,0,5,0,4132,199,23,9,3,2,1,21,315.06,1
8,1,2,3,8080,207,7,45,4,2,1,21,450.27,1
4,0,55,0,5942,286,34,60,5,2,2,65,75.04,0
9,1,58,2,7961,48,1,28,4,1,2,33,420.52,0
3,1,33,8,8730,171,32,97,4,1,2,64,491.07,0
5,1,16,4,1633,130,11,3,5,1,2,43,379.3,0
6,1,23,4,7822,271,21,51,2,1,1,23,381.81,1
4,1,38,3,5103,225,12,8,5,2,2,54,148.09,0
9,1,55,2,7487,58,9,70,4,2,2,39,285.38,1
8,0,16,4,4446,101,16,59,1,1,1,59,367.67,1
2,1,14,3,6738,138,42,61,5,1,1,56,321.03,0
6,0,29,7,4098,37,4,58,2,1,2,24,223.31,1
9,1,26,3,9097,157,8,70,5,2,1,59,473.05,0
9,0,35,7,6476,74,12,93,5,2,2,47,281.29,0
4,1,15,5,9253,227,22,12,3,1,2,27,486.44,1
6,1,3,4,6181,60,29,9,3,1,1,32,303.74,0
1,0,23,3,2817,83,42,49,4,1,1,23,407.02,0
3,1,29,3,9824,208,3,83,4,1,2,41,383.91,0
1,1,34,3,5887,201,20,17,5,1,2,19,347.37,1
6,1,33,8,3598,198,42,54,1,1,2,57,56.51,1
1,0,41,3,3653,21,8,44,4,1,2,69,84.84,0
0,1,41,8,2454,248,6,32,5,1,2,32,311.67,0
8,0,23,9,2138,90,15,35,5,2,1,38,460.3,1
0,1,7,5,6807,279,22,78,5,1,2,35,320.51,1
7,1,3,9,4192,299,22,49,5,2,1,22,156.2,0
1,0,58,6,7116,57,30,54,5,1,1,42,194.1,1
7,1,32,9,4759,218,4,16,3,2,1,53,330.42,0
2,1,31,2,4029,44,5,85,2,1,2,27,318.67,0
5,0,18,7,6095,128,0,12,2,1,2,68,480.07,0
2,1,43,2,1063,74,47,88,5,2,1,63,288.09,1
6,0,7,0,2345,251,27,98,4,1,1,40,209.76,1
9,0,41,9,1974,45,17,8,1,2,1,41,286.25,1
8,0,1,4,5161,261,23,21,5,2,1,62,403.81,0
1,1,14,1,6962,252,12,48,1,2,1,27,293.16,1
4,0,52,9,9649,51,32,8,3,1,2,23,196.72,1
5,0,32,5,7596,78,9,28,2,2,1,30,202.38,0
3,1,6,9,4330,116,6,80,3,1,2,38,390.57,1
3,0,39,8,2740,48,36,10,4,2,1,49,79.9,0
3,1,10,0,7055,78,31,52,4,1,1,60,173.64,0
1,1,7,3,7321,189,44,15,5,2,2,32,118.87,1
3,1,26,0,2954,21,21,4,4,2,2,19,475.1,1
0,1,34,0,1279,213,15,90,4,1,1,32,90.54,0
5,0,30,7,3391,45,23,79,3,1,2,68,391.18,1
0,0,36,1,7439,135,13,96,1,1,2,34,333.69,1
9,0,21,0,1961,72,10,62,2,1,1,37,334.76,1
5,0,17,7,7827,91,18,4,4,1,1,67,393.54,0
0,0,33,3,2217,43,22,41,4,1,1,23,230.22,0
5,1,10,2,9566,249,33,73,3,1,2,32,230.33,1
9,0,51,3,7007,106,39,99,2,1,1,34,179.92,0
7,0,47,4,5130,58,12,55,3,1,1,43,318.99,1
1,0,42,0,2392,155,38,28,1,2,2,39,468.41,1
1,1,51,0,3076,134,43,47,3,2,1,26,465.79,1
3,1,12,2,9966,198,27,9,2,2,2,29,366.33,1
2,0,56,5,5316,66,39,2,2,2,2,39,457.78,0
3,1,16,0,7196,118,15,67,4,1,1,40,483.58,1
6,0,41,1,5589,14,49,48,1,2,2,54,407.8,0
0,0,32,6,9142,33,27,69,5,2,2,31,233.52,0
5,1,15,0,7260,230,3,74,4,2,1,41,267.45,1
2,1,27,6,9471,19,27,28,3,1,2,25,469.07,1
9,0,28,3,8897,174,11,79,3,1,1,43,351.5,0
6,0,17,9,5841,224,15,14,2,2,1,49,419.31,1
9,1,46,5,8161,135,48,46,2,2,1,45,102.25,1
1,0,59,7,2059,276,35,87,2,2,1,49,137.26,0
1,1,50,8,2922,289,19,13,5,1,1,39,204.85,0
3,0,58,5,7101,97,25,16,5,2,2,66,134.71,0
0,1,2,8,5592,123,25,94,4,2,2,26,457.91,1
2,0,36,3,7349,30,21,40,5,1,2,20,147.6,1
8,0,50,5,3473,157,8,72,2,2,1,42,300.73,0
6,1,7,7,9108,254,4,81,4,2,1,56,88.45,0
6,0,13,8,9096,275,16,30,4,2,1,29,119.73,1
3,0,15,2,7748,226,48,81,1,2,1,46,161.34,0
1,1,25,1,5549,249,33,99,5,2,2,20,492.3,0
3,0,23,5,1594,241,1,65,3,2,2,58,408.68,1
5,0,22,3,6452,241,6,58,3,2,1,63,353.1,0
2,0,26,0,1506,251,35,88,1,2,1,40,462.32,1
0,1,33,7,5889,199,12,48,2,1,1,40,480.29,0
7,1,11,8,8637,238,19,49,1,2,2,35,254.11,1
4,1,10,8,9212,75,29,89,2,2,2,28,197.46,1
4,0,25,1,2399,288,29,2,5,2,1,53,191.89,0
3,0,37,8,4201,278,10,89,5,1,1,43,66.08,0
5,0,48,6,8854,218,30,14,4,2,2,25,175.84,0
2,0,43,4,7763,25,2,97,4,1,2,45,209.77,1
8,1,53,6,8962,229,1,17,4,2,1,35,66.6,0
4,0,38,8,6190,266,47,31,4,1,1,30,447.17,1
2,0,41,7,6681,277,2,10,3,1,1,53,431.54,0
0,0,45,5,4678,238,14,70,4,1,2,59,163.18,1
9,1,24,3,1336,128,16,89,4,2,1,57,411.15,0
5,0,40,0,2667,187,47,37,4,2,2,61,408.3,1
1,0,46,5,1909,29,6,64,2,1,1,68,200.76,1
2,0,56,2,9467,45,47,30,4,2,1,29,363.68,1
0,0,33,5,9204,117,4,34,1,1,1,39,180.44,1
8,0,17,5,6122,198,33,18,4,2,2,19,81.62,1
7,1,24,3,9153,187,32,88,4,2,1,57,277.16,1
1,0,37,1,1973,105,44,63,3,1,2,45,247.25,0
7,0,57,8,5270,29,15,49,4,1,1,30,112.17,1
8,0,2,1,2408,173,36,56,2,2,2,50,270.75,0
0,0,32,2,3288,106,2,91,5,1,1,20,477.22,0
4,0,57,9,9738,152,46,58,4,1,2,51,379.13,0
7,0,24,0,2218,71,47,27,4,2,1,40,382.49,0
1,0,9,6,2420,251,42,55,4,1,2,49,390.9,0
3,0,4,0,4377,247,49,85,3,2,2,37,385.09,0
6,0,17,8,8501,140,20,19,5,2,1,45,58.96,0
2,0,17,0,5098,102,40,23,3,1,2,25,466.11,1
4,1,53,4,3738,100,7,47,3,1,2,20,423.56,0
7,1,50,6,8619,142,21,79,3,1,1,47,173.56,0
9,1,48,2,2842,132,4,66,2,2,2,42,298.73,1
2,1,30,8,9938,127,16,99,5,1,1,47,326.75,1
3,0,40,7,3816,207,36,51,2,2,1,46,109.38,0
8,1,58,2,1494,291,13,84,2,1,2,64,164.28,1
6,1,11,4,7560,10,38,28,5,1,2,47,60.46,0
0,0,21,6,6510,220,40,57,2,2,2,51,438.78,1
3,1,21,3,4444,272,27,58,5,1,2,42,61.21,0
3,1,18,4,8543,221,30,15,4,1,2,34,193.41,1
8,0,55,2,8562,96,16,16,3,2,1,41,85.21,0
5,0,29,8,4994,162,34,97,2,1,1,55,401.63,1
8,0,24,9,8253,196,39,47,5,1,2,45,466.24,0
5,1,10,8,1045,70,21,63,1,2,2,50,303.27,1
5,1,45,6,3057,294,44,12,2,1,2,53,112.81,1
4,0,17,9,1663,104,47,43,2,1,2,68,301.17,1
4,0,18,1,5668,283,28,84,5,2,2,24,396.65,1
1,1,42,6,3029,50,9,29,1,1,1,40,373.29,1
7,0,48,6,6717,156,17,49,1,1,1,63,383.77,0
7,1,20,4,3696,255,34,3,4,1,1,43,175.63,0
0,0,37,8,9831,141,43,69,2,2,2,31,83.18,0
7,0,45,2,3663,132,15,60,3,1,2,59,117.03,1
4,1,18,3,3745,152,49,66,2,2,2,45,479.98,1
1,0,17,0,6004,191,48,87,3,1,1,41,326.08,1
1,0,9,5,7321,201,6,90,3,1,1,24,377.55,0
5,0,14,3,6125,216,29,26,5,1,1,65,454.58,0
8,1,49,0,5948,240,18,71,2,1,1,53,433.74,0
0,0,29,1,5402,31,22,74,5,1,2,56,148.28,1
5,0,31,2,4427,89,7,69,4,1,2,32,76.13,1
8,0,4,8,6912,139,16,47,3,1,2,66,466.31,1
7,0,18,7,1394,285,20,76,1,1,2,20,491.75,0
5,0,59,6,4597,64,25,96,3,1,2,65,305.3,1
2,0,20,3,1329,75,27,42,4,2,2,19,449.78,1
7,1,56,0,1772,236,38,31,3,1,1,24,154.32,1
8,1,56,7,9135,35,32,22,5,2,2,33,99.97,0
0,0,47,3,2645,262,39,17,2,2,2,38,274.92,0
8,1,43,2,2787,206,18,84,1,1,2,26,415.03,0
5,1,44,8,1999,139,28,20,5,2,2,29,344.59,1
5,0,9,9,2848,252,19,8,2,2,2,46,336.79,1
3,1,13,3,2561,221,19,98,1,2,2,41,57.86,0
0,1,15,3,1773,199,9,49,4,2,2,50,192.87,1
9,1,27,8,8311,299,11,87,3,1,2,31,472.77,1
7,1,15,1,6179,235,32,38,1,2,1,60,110.42,1
1,1,28,4,2803,255,24,53,4,1,1,35,376.86,0
0,1,37,3,3050,65,24,28,2,2,1,22,391.69,0
1,1,55,8,1747,64,3,77,1,2,2,32,379.77,0
0,1,19,4,9125,285,3,29,4,2,1,24,495.18,1
0,0,26,8,6860,162,8,72,2,1,2,42,234.14,0
8,0,52,8,4973,62,14,11,5,1,1,31,356.99,0
0,1,26,1,2615,120,25,47,3,1,1,69,137.14,0
3,1,25,8,4754,213,14,45,4,1,2,57,229.87,0
9,0,26,2,6506,121,25,18,5,2,2,53,271.2,0
5,1,26,3,5221,267,27,50,2,1,2,52,146.67,1
6,1,46,0,6291,25,6,89,1,2,2,61,458.06,1
1,0,28,0,6854,175,31,49,3,1,1,67,372.29,1
5,0,49,0,1216,289,11,22,2,2,1,41,177.69,1
6,0,18,8,2359,167,34,45,4,2,2,32,110.73,1
9,1,32,7,4774,258,31,61,3,1,1,28,179.54,1
9,1,53,4,6417,190,8,99,5,2,1,41,330.34,0
1,0,3,4,5927,200,13,93,3,2,1,28,421.88,1
1,0,2,8,5429,148,12,21,5,2,2,61,276.43,1
9,1,33,2,5606,87,43,71,2,2,2,68,96.12,1
6,0,42,2,5478,59,32,61,1,2,2,34,162.19,1
0,1,19,6,2896,94,31,76,3,1,1,23,205.31,1
7,1,17,8,8366,192,18,36,1,1,2,38,336.26,1
2,0,44,5,5427,192,29,24,1,2,2,25,160.99,1
5,0,33,1,6361,13,15,32,3,2,1,32,155.27,1
8,1,12,0,1641,120,11,91,3,1,2,69,178.79,0
5,0,49,1,6346,260,9,96,1,1,2,49,316.64,1
8,0,56,0,5729,142,1,59,4,1,2,27,271.68,1
6,0,3,9,4627,109,17,96,4,2,1,45,428.74,1
8,0,43,9,7594,181,12,96,3,2,2,32,364.07,1
1,1,49,8,9387,296,28,90,1,1,1,29,350.07,1
7,1,55,9,4275,128,23,75,1,1,1,60,119.59,0
7,1,26,7,5050,184,37,82,2,1,1,35,74.85,0
1,1,35,6,5553,39,11,5,1,2,1,54,279.5,0
3,0,8,2,5925,64,28,16,4,2,1,61,82.24,0
6,0,52,7,3304,205,21,11,2,2,1,41,213.81,0
3,1,36,1,4343,50,35,35,4,1,2,54,61.75,1
3,1,53,1,3056,182,0,75,5,2,2,46,129.56,0
5,0,54,9,3808,228,42,42,3,1,1,27,99.67,0
9,1,7,2,8092,217,39,87,5,1,1,31,410.44,0
5,1,46,6,8226,167,33,98,3,1,2,33,205.76,0
9,0,46,0,1886,237,33,81,4,2,2,54,85.48,1
2,1,36,7,9584,94,47,10,4,2,2,28,169.47,1
8,0,16,6,8720,182,32,82,5,2,1,68,357.26,0
9,0,24,3,3446,254,3,8,3,2,1,43,385.54,1
1,1,54,4,4905,182,37,26,3,2,2,57,103.94,1
5,0,1,9,7474,221,29,3,2,2,1,36,400.35,1
6,1,49,0,4591,93,45,59,1,1,1,69,216.75,1
8,0,25,3,3181,182,19,88,2,1,1,35,355.72,0
2,1,10,0,6011,192,25,3,4,2,1,47,352.18,1
9,1,54,0,6030,142,14,38,5,2,2,49,407.12,1
2,1,16,9,1354,297,6,2,3,2,1,40,363.73,0
6,0,16,0,3631,271,6,99,2,1,1,29,67.49,0
3,0,58,6,2521,291,49,17,5,2,1,30,283.77,1
7,1,8,6,3672,278,28,73,5,1,1,38,124.78,0
6,0,29,3,3337,206,22,36,1,2,2,38,486.48,0
4,1,39,1,7968,34,33,86,3,1,1,46,165.13,0
6,1,28,2,1628,150,19,95,5,1,1,46,239.05,0
2,0,6,7,8162,232,14,98,3,2,2,67,138.52,1
1,1,16,7,3679,29,32,88,2,1,1,44,110.57,0
5,0,20,5,6266,256,16,73,5,1,1,46,320.42,1
1,1,16,9,5422,210,19,2,5,1,1,32,271.93,0
2,0,7,8,8463,124,12,85,2,1,1,64,218.6,1
5,1,41,8,2126,198,43,34,3,2,2,29,88.44,0
4,1,14,3,2780,35,23,27,3,1,2,58,381.18,0
7,0,43,0,7571,63,46,37,5,1,2,36,52.64,0
8,1,26,0,9584,179,36,71,2,1,1,29,255.95,1
2,1,26,9,1825,20,6,22,4,2,1,40,334.66,1
9,0,14,4,8276,36,7,68,3,2,2,22,243.82,0
2,1,7,1,3395,92,22,14,4,1,2,43,106.79,0
2,0,33,5,5145,299,13,98,5,2,1,69,400.21,0
5,1,26,6,8059,47,3,23,4,2,1,27,195.77,1
0,0,57,0,6492,96,20,44,4,2,1,39,110.64,1
6,1,45,5,8111,165,45,89,3,2,1,56,297.62,1
0,1,20,7,7792,295,9,65,5,2,1,40,58.63,1
4,1,3,4,4551,195,21,79,4,2,1,28,195.83,0
9,0,52,6,8711,191,29,96,3,2,1,45,387.79,1
7,0,4,9,4628,152,29,78,4,1,1,48,460.72,1
3,0,26,5,2565,215,15,61,3,1,1,25,316.28,0
4,0,11,3,4667,151,10,85,5,1,1,56,147.93,0
3,1,2,6,7459,194,21,55,2,2,2,65,149.0,1
3,1,14,9,5096,250,28,71,3,1,1,45,321.74,1
7,0,44,8,2019,17,24,85,3,2,1,33,233.04,0
1,0,30,9,8928,81,13,50,4,2,1,63,129.77,1
0,0,49,9,9254,297,13,12,5,1,2,64,404.33,0
2,1,12,6,6965,104,1,79,1,1,1,69,140.11,1
8,0,26,4,3269,166,12,15,1,1,2,48,194.74,1
3,0,44,6,9835,50,2,17,2,1,1,58,77.64,1
9,1,33,2,5721,278,29,34,5,2,2,65,365.62,0
4,1,13,1,9408,164,17,35,3,1,2,33,173.88,1
1,0,14,4,1195,284,35,39,1,1,1,22,154.79,0
3,1,24,3,4273,163,20,78,2,2,2,52,186.51,0
1,0,34,4,6110,62,18,55,5,2,2,42,443.36,1
1,1,44,7,8401,188,15,59,2,2,1,30,283.11,1
3,0,26,3,4212,249,27,5,1,2,1,46,121.05,1
5,0,21,8,3755,146,3,30,4,2,1,44,398.52,0
6,0,28,6,2521,264,14,4,4,1,1,57,143.8,1
9,0,48,9,6674,233,0,15,5,1,1,34,235.61,0
2,1,36,6,2080,189,47,35,2,2,1,54,305.63,0
2,1,40,7,6623,191,46,74,3,1,2,55,313.0,1
9,1,2,5,1721,268,15,55,1,2,2,46,81.06,1
5,1,42,7,2562,252,19,66,4,1,1,51,426.56,1
2,0,9,2,1639,105,32,60,4,1,1,47,265.74,1
1,0,23,9,5260,206,16,24,2,1,1,48,495.17,0
7,1,15,9,6190,23,4,92,4,1,1,39,372.85,1
4,1,13,0,4736,129,4,22,2,1,2,63,496.66,0
0,1,23,5,8746,278,38,44,1,2,2,42,254.06,1
2,1,17,0,1089,180,12,32,2,1,1,21,113.35,0
9,1,48,8,2251,81,43,95,4,1,2,52,377.29,0
7,0,2,1,5703,188,35,83,2,1,2,58,399.99,0
3,0,20,1,1348,179,29,51,4,1,1,67,433.78,0
6,0,20,6,5052,168,3,85,5,2,1,61,185.65,1
9,1,59,1,3941,163,22,3,4,2,2,26,279.81,1
1,1,46,9,9437,91,20,70,4,2,1,43,435.88,1
6,1,3,7,1271,66,20,32,4,1,1,44,439.13,1
4,1,55,5,3030,16,5,2,5,2,1,44,61.56,0
4,0,12,6,8836,121,23,88,3,2,2,35,351.91,1
5,0,40,6,8041,57,46,59,4,2,2,47,320.76,0
8,1,2,5,6175,89,30,91,3,2,2,62,87.5,0
5,0,36,9,2126,42,18,73,1,1,2,63,468.56,0
7,0,14,8,5379,124,37,77,2,1,1,48,250.42,0
6,1,16,8,9708,12,11,14,3,1,1,59,353.42,0
8,1,19,6,9052,13,13,51,1,1,2,20,447.26,0
3,1,34,8,1611,269,49,11,2,2,2,46,108.55,0
1,1,44,9,1749,51,11,78,4,1,1,24,435.13,0
6,1,46,2,2856,18,14,80,4,1,2,35,375.94,0
5,1,6,2,9591,154,18,10,4,1,2,33,427.82,0
0,0,13,0,2526,106,27,84,5,2,2,66,272.68,0
8,0,36,4,7229,285,39,80,5,2,2,49,65.07,1
8,1,22,3,9511,151,40,58,5,2,2,55,351.73,0
1,0,18,1,9527,287,4,34,5,1,2,42,218.54,1
2,1,12,8,3098,36,4,80,1,1,2,61,231.09,0
4,1,52,2,8865,52,5,78,1,1,1,49,248.57,0
4,1,59,7,1173,140,22,53,4,1,1,36,271.81,0
0,1,54,5,1500,225,2,28,2,2,1,20,347.87,0
7,0,30,4,4646,103,36,18,5,1,2,52,377.05,0
7,1,53,0,7219,17,32,26,2,2,1,67,399.58,1
3,0,51,3,3363,95,42,7,1,2,1,46,352.22,1
6,1,40,2,8540,147,20,45,5,1,1,28,411.57,0
9,1,7,0,2896,255,19,98,1,2,1,23,104.97,0
2,1,32,4,6759,30,0,45,1,1,2,36,426.57,0
5,0,48,5,2778,274,38,71,3,1,1,54,224.28,1
9,1,19,1,4057,157,46,97,1,1,1,62,287.95,1
9,1,6,2,6190,193,16,35,4,1,1,44,245.2,0
8,1,20,5,7997,236,28,52,1,2,1,22,264.07,0
0,0,27,3,5747,45,7,21,5,2,2,43,178.44,0
4,0,53,8,1045,255,25,28,4,1,2,52,126.48,1
3,0,43,4,8758,82,27,96,1,2,1,36,97.2,0
7,1,37,3,8053,159,33,44,4,2,1,34,253.13,0
0,0,48,1,4201,10,25,80,1,2,1,52,106.37,0
8,1,7,5,1455,78,12,56,4,1,1,64,160.24,1
5,0,59,9,3924,239,43,10,2,1,2,66,110.13,0
3,0,5,1,8798,220,36,23,3,1,2,30,99.1,0
8,1,11,6,1965,81,12,48,4,2,1,31,447.11,0
4,0,15,2,5964,105,37,52,5,1,2,47,353.31,1
4,1,3,8,2528,93,24,15,3,1,2,65,465.69,1
4,1,58,4,3976,237,46,55,3,1,1,60,339.81,0
0,0,5,7,4071,245,22,43,1,1,1,34,429.78,1
0,1,23,5,5869,231,21,50,4,1,2,54,299.88,0
7,1,53,9,7387,232,20,6,3,1,2,32,258.18,1
7,0,37,7,3521,290,29,33,5,2,2,35,287.81,0
5,0,9,2,7525,230,10,62,5,1,1,65,194.1,0
3,1,15,2,2126,225,3,55,5,2,1,31,346.09,0
1,0,3,4,7632,240,32,39,1,1,1,31,453.73,1
1,1,29,9,6773,178,46,12,2,2,1,62,402.06,1
8,1,6,2,8716,51,11,31,4,2,2,50,257.9,1
4,0,17,7,4404,267,8,74,3,2,1,55,479.26,0
3,0,26,9,5492,205,31,53,4,1,2,28,493.44,1
9,0,21,7,3343,105,10,34,3,1,2,28,271.9,0
0,0,8,1,1106,23,36,41,1,2,2,65,439.09,1
6,1,21,3,4154,122,23,10,4,2,2,43,52.15,0
2,1,57,9,5053,86,6,52,1,1,1,20,80.0,0
5,0,11,0,5801,286,7,75,1,1,2,42,60.08,0
4,0,38,3,7139,169,32,57,4,1,2,34,397.92,0
4,1,8,3,6580,128,24,78,4,2,1,39,85.9,1
4,1,42,9,1214,170,0,3,3,2,2,46,57.67,0
0,1,24,8,6400,155,2,57,5,2,1,63,116.34,1
0,1,35,2,7875,172,39,33,1,2,1,43,187.83,0
2,0,55,1,5289,188,27,7,2,2,1,51,259.12,0
